id,tenant_id,anomaly_type,severity,detector_votes,vote_count,stl_residual_zscore,isolation_score,cusum_value,observed_value,baseline_mean,baseline_std_dev,description,trigger_log_id,resolved,resolved_at,detected_at,agent_id,model
a7b73d17-e139-45ec-b1d7-db1e35ddb5fe,C3_ENTERPRISE,token_spike,high,csv_import,1,,,,7.0,3.5,0.7000000000000001,Imported anomaly flag from CSV (7 flagged calls on 2025-06-22),,False,,2025-06-22 23:59:59+00:00,*,*
a44dfff9-6487-4d83-9b51-ac655ffda52e,C2_MEDIUM,token_spike,critical,csv_import,1,,,,5.0,2.5,0.5,Imported anomaly flag from CSV (5 flagged calls on 2025-06-22),,False,,2025-06-22 23:59:59+00:00,*,*
063094c8-e1d3-4a9a-a7b0-f7ddb5087937,C1_SMALL,token_spike,high,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-22),,False,,2025-06-22 23:59:59+00:00,*,*
7694634f-aa38-4c44-8b2c-07074000ab7d,C3_ENTERPRISE,token_spike,warning,csv_import,1,,,,10.0,5.0,1.0,Imported anomaly flag from CSV (10 flagged calls on 2025-06-21),,False,,2025-06-21 23:59:59+00:00,*,*
1748965e-92da-45ea-85dc-8a9443c66d9b,C2_MEDIUM,token_spike,critical,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-21),,False,,2025-06-21 23:59:59+00:00,*,*
33df6759-e80a-4b64-9110-ad73cc427593,C1_SMALL,token_spike,warning,csv_import,1,,,,2.0,1.0,0.2,Imported anomaly flag from CSV (2 flagged calls on 2025-06-21),,False,,2025-06-21 23:59:59+00:00,*,*
0f86ce70-7f09-45ab-a112-1199faeee4ce,C3_ENTERPRISE,token_spike,high,csv_import,1,,,,16.0,8.0,1.6,Imported anomaly flag from CSV (16 flagged calls on 2025-06-20),,False,,2025-06-20 23:59:59+00:00,*,*
c5c8c017-f368-4f33-9e24-d35f4c4cd279,C2_MEDIUM,token_spike,critical,csv_import,1,,,,6.0,3.0,0.6000000000000001,Imported anomaly flag from CSV (6 flagged calls on 2025-06-20),,False,,2025-06-20 23:59:59+00:00,*,*
e61fe626-a3dd-4e3d-ad80-b07fac796202,C3_ENTERPRISE,token_spike,warning,csv_import,1,,,,15.0,7.5,1.5,Imported anomaly flag from CSV (15 flagged calls on 2025-06-19),,False,,2025-06-19 23:59:59+00:00,*,*
fb1e3d5f-0668-43a4-972c-ae03be6673db,C2_MEDIUM,token_spike,high,csv_import,1,,,,4.0,2.0,0.4,Imported anomaly flag from CSV (4 flagged calls on 2025-06-19),,False,,2025-06-19 23:59:59+00:00,*,*
cff5a919-15c0-4dd8-a6f1-e09656831c7e,C1_SMALL,token_spike,high,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-19),,False,,2025-06-19 23:59:59+00:00,*,*
00a9649f-8574-44ce-a225-679796cef211,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,17.0,8.5,1.7000000000000002,Imported anomaly flag from CSV (17 flagged calls on 2025-06-18),,False,,2025-06-18 23:59:59+00:00,*,*
5fe52081-21ff-4bb9-9f0e-8d8b103e5b9a,C2_MEDIUM,token_spike,critical,csv_import,1,,,,6.0,3.0,0.6000000000000001,Imported anomaly flag from CSV (6 flagged calls on 2025-06-18),,False,,2025-06-18 23:59:59+00:00,*,*
e9d66ac4-6ef1-4485-922b-6bd58e600961,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,17.0,8.5,1.7000000000000002,Imported anomaly flag from CSV (17 flagged calls on 2025-06-17),,False,,2025-06-17 23:59:59+00:00,*,*
e5cf3951-5ea3-43a0-9ee9-c37440c2163e,C2_MEDIUM,token_spike,warning,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-17),,False,,2025-06-17 23:59:59+00:00,*,*
15f255c6-d75a-40c5-88b8-af76d9240f45,C1_SMALL,token_spike,critical,csv_import,1,,,,3.0,1.5,0.30000000000000004,Imported anomaly flag from CSV (3 flagged calls on 2025-06-17),,False,,2025-06-17 23:59:59+00:00,*,*
a9b65ec1-ef40-463d-a382-b16614291b9f,C3_ENTERPRISE,token_spike,warning,csv_import,1,,,,17.0,8.5,1.7000000000000002,Imported anomaly flag from CSV (17 flagged calls on 2025-06-16),,False,,2025-06-16 23:59:59+00:00,*,*
18130b7b-78b4-46b3-916e-051247ee22bc,C2_MEDIUM,token_spike,critical,csv_import,1,,,,6.0,3.0,0.6000000000000001,Imported anomaly flag from CSV (6 flagged calls on 2025-06-16),,False,,2025-06-16 23:59:59+00:00,*,*
70ee11c9-d82b-44b7-a685-1ba52ab836f5,C3_ENTERPRISE,token_spike,high,csv_import,1,,,,13.0,6.5,1.3,Imported anomaly flag from CSV (13 flagged calls on 2025-06-15),,False,,2025-06-15 23:59:59+00:00,*,*
eeb5cf08-10e7-46b8-8383-a68c36b40744,C2_MEDIUM,token_spike,critical,csv_import,1,,,,2.0,1.0,0.2,Imported anomaly flag from CSV (2 flagged calls on 2025-06-15),,False,,2025-06-15 23:59:59+00:00,*,*
fdadabe3-8efc-482b-9e4d-bff3883753dc,C1_SMALL,token_spike,warning,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-15),,False,,2025-06-15 23:59:59+00:00,*,*
c403157e-a322-45bd-8017-aa8bc0c518ab,C1_SMALL,token_spike,warning,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-14),,False,,2025-06-14 23:59:59+00:00,*,*
7737e381-c979-475f-9f28-0741425214a5,C2_MEDIUM,token_spike,high,csv_import,1,,,,2.0,1.0,0.2,Imported anomaly flag from CSV (2 flagged calls on 2025-06-14),,False,,2025-06-14 23:59:59+00:00,*,*
7846eb4a-33c3-400d-979e-5509bfd42053,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,14.0,7.0,1.4000000000000001,Imported anomaly flag from CSV (14 flagged calls on 2025-06-14),,False,,2025-06-14 23:59:59+00:00,*,*
a09481f6-7b49-41b9-8ca6-c801af0a97b9,C1_SMALL,token_spike,warning,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-13),,False,,2025-06-13 23:59:59+00:00,*,*
c9dabc0e-9872-410c-bbbc-3018294a46d6,C2_MEDIUM,token_spike,critical,csv_import,1,,,,2.0,1.0,0.2,Imported anomaly flag from CSV (2 flagged calls on 2025-06-13),,False,,2025-06-13 23:59:59+00:00,*,*
342bca99-81c7-477e-91fb-830bf5a350b4,C3_ENTERPRISE,token_spike,high,csv_import,1,,,,15.0,7.5,1.5,Imported anomaly flag from CSV (15 flagged calls on 2025-06-13),,False,,2025-06-13 23:59:59+00:00,*,*
ae9f1555-91ec-4d7d-a507-63339a88f9e7,C1_SMALL,token_spike,critical,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-12),,False,,2025-06-12 23:59:59+00:00,*,*
2bf5c6de-117b-4502-8529-a9c173282cea,C2_MEDIUM,token_spike,critical,csv_import,1,,,,4.0,2.0,0.4,Imported anomaly flag from CSV (4 flagged calls on 2025-06-12),,False,,2025-06-12 23:59:59+00:00,*,*
1137b237-79ca-4d2a-9a2f-8ae1d14dd9af,C3_ENTERPRISE,token_spike,high,csv_import,1,,,,11.0,5.5,1.1,Imported anomaly flag from CSV (11 flagged calls on 2025-06-12),,False,,2025-06-12 23:59:59+00:00,*,*
69410cc8-c458-442d-9e79-64bbbdf0ac23,C1_SMALL,token_spike,high,csv_import,1,,,,4.0,2.0,0.4,Imported anomaly flag from CSV (4 flagged calls on 2025-06-11),,False,,2025-06-11 23:59:59+00:00,*,*
baa7fb2e-3987-4120-9b19-2184151e7c8c,C2_MEDIUM,token_spike,warning,csv_import,1,,,,4.0,2.0,0.4,Imported anomaly flag from CSV (4 flagged calls on 2025-06-11),,False,,2025-06-11 23:59:59+00:00,*,*
1363fb03-c75b-4d03-ae7f-b10bfec97c23,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,20.0,10.0,2.0,Imported anomaly flag from CSV (20 flagged calls on 2025-06-11),,False,,2025-06-11 23:59:59+00:00,*,*
a9778fea-fe04-4ce0-b730-8327c2c02d56,C1_SMALL,token_spike,high,csv_import,1,,,,2.0,1.0,0.2,Imported anomaly flag from CSV (2 flagged calls on 2025-06-10),,False,,2025-06-10 23:59:59+00:00,*,*
95627522-47d0-428d-ba9c-178a33e325e4,C2_MEDIUM,token_spike,high,csv_import,1,,,,4.0,2.0,0.4,Imported anomaly flag from CSV (4 flagged calls on 2025-06-10),,False,,2025-06-10 23:59:59+00:00,*,*
f6f0beb9-4e2d-4ebb-9b7a-9863860313e2,C3_ENTERPRISE,token_spike,warning,csv_import,1,,,,15.0,7.5,1.5,Imported anomaly flag from CSV (15 flagged calls on 2025-06-10),,False,,2025-06-10 23:59:59+00:00,*,*
6752005e-acde-41dd-9bfe-d0e4f3877e05,C2_MEDIUM,token_spike,critical,csv_import,1,,,,4.0,2.0,0.4,Imported anomaly flag from CSV (4 flagged calls on 2025-06-09),,False,,2025-06-09 23:59:59+00:00,*,*
c9af9d64-22f0-4e1f-8535-293c3295acbc,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,12.0,6.0,1.2000000000000002,Imported anomaly flag from CSV (12 flagged calls on 2025-06-09),,False,,2025-06-09 23:59:59+00:00,*,*
3f407930-3880-426c-9cc9-cc7ae04ee40c,C1_SMALL,token_spike,high,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-08),,False,,2025-06-08 23:59:59+00:00,*,*
c81ea59a-3c53-4bc1-8c5f-b3413ffd6e66,C2_MEDIUM,token_spike,high,csv_import,1,,,,6.0,3.0,0.6000000000000001,Imported anomaly flag from CSV (6 flagged calls on 2025-06-08),,False,,2025-06-08 23:59:59+00:00,*,*
8aba1353-2127-42ef-a6cc-85613047e019,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,10.0,5.0,1.0,Imported anomaly flag from CSV (10 flagged calls on 2025-06-08),,False,,2025-06-08 23:59:59+00:00,*,*
1eb72d6c-9205-4206-86f2-e8650d645dc1,C3_ENTERPRISE,token_spike,high,csv_import,1,,,,10.0,5.0,1.0,Imported anomaly flag from CSV (10 flagged calls on 2025-06-07),,False,,2025-06-07 23:59:59+00:00,*,*
8e5f22ba-356e-41e1-8476-61d1b82b35c2,C1_SMALL,token_spike,high,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-06),,False,,2025-06-06 23:59:59+00:00,*,*
bddca9e4-cd46-446b-89ef-570cfb1471e7,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,8.0,4.0,0.8,Imported anomaly flag from CSV (8 flagged calls on 2025-06-06),,False,,2025-06-06 23:59:59+00:00,*,*
e763dfda-88ef-4317-896d-837d69f619ff,C1_SMALL,token_spike,warning,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-05),,False,,2025-06-05 23:59:59+00:00,*,*
1f01cf7a-d75f-42b4-a8bb-7cd6ca29d26e,C2_MEDIUM,token_spike,high,csv_import,1,,,,2.0,1.0,0.2,Imported anomaly flag from CSV (2 flagged calls on 2025-06-05),,False,,2025-06-05 23:59:59+00:00,*,*
34a90506-c8fe-4f24-889a-afe105a5d3fc,C3_ENTERPRISE,token_spike,warning,csv_import,1,,,,17.0,8.5,1.7000000000000002,Imported anomaly flag from CSV (17 flagged calls on 2025-06-05),,False,,2025-06-05 23:59:59+00:00,*,*
4b50b4ab-81bc-4f7e-a45a-87a9422da888,C1_SMALL,token_spike,warning,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-04),,False,,2025-06-04 23:59:59+00:00,*,*
f41ca5c3-71c2-4bdf-9102-cec87e70fd9e,C3_ENTERPRISE,token_spike,high,csv_import,1,,,,16.0,8.0,1.6,Imported anomaly flag from CSV (16 flagged calls on 2025-06-04),,False,,2025-06-04 23:59:59+00:00,*,*
c118c9e3-990c-4cb2-8a57-2ef41f752048,C1_SMALL,token_spike,high,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-03),,False,,2025-06-03 23:59:59+00:00,*,*
8e0b93aa-0cf5-457a-a4c3-3df13ef3aa6a,C2_MEDIUM,token_spike,warning,csv_import,1,,,,4.0,2.0,0.4,Imported anomaly flag from CSV (4 flagged calls on 2025-06-03),,False,,2025-06-03 23:59:59+00:00,*,*
020f6a71-b349-4e9d-8f75-8f8a64a18f0e,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,14.0,7.0,1.4000000000000001,Imported anomaly flag from CSV (14 flagged calls on 2025-06-03),,False,,2025-06-03 23:59:59+00:00,*,*
dbae2e53-be37-4869-9b2c-4a40c0db2672,C1_SMALL,token_spike,warning,csv_import,1,,,,2.0,1.0,0.2,Imported anomaly flag from CSV (2 flagged calls on 2025-06-02),,False,,2025-06-02 23:59:59+00:00,*,*
a813b86e-09da-48a4-b2b0-c618372017fa,C2_MEDIUM,token_spike,critical,csv_import,1,,,,4.0,2.0,0.4,Imported anomaly flag from CSV (4 flagged calls on 2025-06-02),,False,,2025-06-02 23:59:59+00:00,*,*
e405d389-f251-468e-9aed-8a2013ee2ee8,C3_ENTERPRISE,token_spike,high,csv_import,1,,,,15.0,7.5,1.5,Imported anomaly flag from CSV (15 flagged calls on 2025-06-02),,False,,2025-06-02 23:59:59+00:00,*,*
09fdce74-fc6f-4d30-94b4-3eaf9c76bb33,C1_SMALL,token_spike,high,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-06-01),,False,,2025-06-01 23:59:59+00:00,*,*
5933aa32-1c97-42a5-8160-5ad8955d90e2,C3_ENTERPRISE,token_spike,high,csv_import,1,,,,12.0,6.0,1.2000000000000002,Imported anomaly flag from CSV (12 flagged calls on 2025-06-01),,False,,2025-06-01 23:59:59+00:00,*,*
e6ff6606-430d-4783-8cce-7e14653ae3f0,C2_MEDIUM,token_spike,warning,csv_import,1,,,,2.0,1.0,0.2,Imported anomaly flag from CSV (2 flagged calls on 2025-05-31),,False,,2025-05-31 23:59:59+00:00,*,*
0878f5c4-3f6a-427d-8094-2e0e35fa0b0d,C3_ENTERPRISE,token_spike,warning,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-05-31),,False,,2025-05-31 23:59:59+00:00,*,*
3ef65638-e012-4dc4-8773-af8a00928725,C2_MEDIUM,token_spike,warning,csv_import,1,,,,3.0,1.5,0.30000000000000004,Imported anomaly flag from CSV (3 flagged calls on 2025-05-30),,False,,2025-05-30 23:59:59+00:00,*,*
eee0a9db-f84a-496b-879d-445b93f63c1e,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,13.0,6.5,1.3,Imported anomaly flag from CSV (13 flagged calls on 2025-05-30),,False,,2025-05-30 23:59:59+00:00,*,*
fba9ca44-0075-46e6-9a1e-d500bcc28599,C1_SMALL,token_spike,critical,csv_import,1,,,,2.0,1.0,0.2,Imported anomaly flag from CSV (2 flagged calls on 2025-05-29),,False,,2025-05-29 23:59:59+00:00,*,*
64b1a170-675a-403f-badc-c21bc99162b8,C2_MEDIUM,token_spike,warning,csv_import,1,,,,3.0,1.5,0.30000000000000004,Imported anomaly flag from CSV (3 flagged calls on 2025-05-29),,False,,2025-05-29 23:59:59+00:00,*,*
2d5c2a0c-e1c0-4171-bb78-9ee28c4b6f92,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,18.0,9.0,1.8,Imported anomaly flag from CSV (18 flagged calls on 2025-05-29),,False,,2025-05-29 23:59:59+00:00,*,*
3c3223cb-bf39-49b9-9510-b4f1002045dd,C1_SMALL,token_spike,warning,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-05-28),,False,,2025-05-28 23:59:59+00:00,*,*
63245d08-f351-41db-97a1-e085f3650782,C2_MEDIUM,token_spike,warning,csv_import,1,,,,2.0,1.0,0.2,Imported anomaly flag from CSV (2 flagged calls on 2025-05-28),,False,,2025-05-28 23:59:59+00:00,*,*
2cf100bf-55bd-440f-bd6e-65671b9ce9d4,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,14.0,7.0,1.4000000000000001,Imported anomaly flag from CSV (14 flagged calls on 2025-05-28),,False,,2025-05-28 23:59:59+00:00,*,*
adf07af2-c003-4e78-bff4-f43190c45e1d,C2_MEDIUM,token_spike,high,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-05-27),,False,,2025-05-27 23:59:59+00:00,*,*
afa83eeb-207a-4638-9910-cd404d583bd7,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,12.0,6.0,1.2000000000000002,Imported anomaly flag from CSV (12 flagged calls on 2025-05-27),,False,,2025-05-27 23:59:59+00:00,*,*
52f6f747-95b0-41ba-80e7-172acff1a7e0,C1_SMALL,token_spike,warning,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-05-26),,False,,2025-05-26 23:59:59+00:00,*,*
be64fe90-be6b-42bb-9f88-da7047e41bfe,C2_MEDIUM,token_spike,warning,csv_import,1,,,,4.0,2.0,0.4,Imported anomaly flag from CSV (4 flagged calls on 2025-05-26),,False,,2025-05-26 23:59:59+00:00,*,*
274deb29-800a-4a89-b19b-5f1bae7a782e,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,16.0,8.0,1.6,Imported anomaly flag from CSV (16 flagged calls on 2025-05-26),,False,,2025-05-26 23:59:59+00:00,*,*
947deb99-5356-4f92-aee5-48e7c0f21517,C1_SMALL,token_spike,warning,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-05-25),,False,,2025-05-25 23:59:59+00:00,*,*
63a2c97d-4ae1-475f-8c8c-c65d97873ef3,C2_MEDIUM,token_spike,high,csv_import,1,,,,3.0,1.5,0.30000000000000004,Imported anomaly flag from CSV (3 flagged calls on 2025-05-25),,False,,2025-05-25 23:59:59+00:00,*,*
7bf14dbf-1662-4ae3-b38b-d6221caa6b21,C3_ENTERPRISE,token_spike,warning,csv_import,1,,,,6.0,3.0,0.6000000000000001,Imported anomaly flag from CSV (6 flagged calls on 2025-05-25),,False,,2025-05-25 23:59:59+00:00,*,*
eb562528-88ab-4e81-8e99-65e5af6690cb,C1_SMALL,token_spike,critical,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-05-24),,False,,2025-05-24 23:59:59+00:00,*,*
ccc77d4e-b5c9-4703-aa96-b6fb929fdb59,C2_MEDIUM,token_spike,warning,csv_import,1,,,,4.0,2.0,0.4,Imported anomaly flag from CSV (4 flagged calls on 2025-05-24),,False,,2025-05-24 23:59:59+00:00,*,*
2cd63dfa-42f4-44ab-8872-fb4d9ca4bcad,C3_ENTERPRISE,token_spike,critical,csv_import,1,,,,8.0,4.0,0.8,Imported anomaly flag from CSV (8 flagged calls on 2025-05-24),,False,,2025-05-24 23:59:59+00:00,*,*
e253d352-5759-4de8-a0c7-4974a27d29e6,C2_MEDIUM,token_spike,warning,csv_import,1,,,,3.0,1.5,0.30000000000000004,Imported anomaly flag from CSV (3 flagged calls on 2025-05-23),,False,,2025-05-23 23:59:59+00:00,*,*
1efe58d4-832c-4c67-a1ce-f3eec9dec6dc,C3_ENTERPRISE,token_spike,warning,csv_import,1,,,,17.0,8.5,1.7000000000000002,Imported anomaly flag from CSV (17 flagged calls on 2025-05-23),,False,,2025-05-23 23:59:59+00:00,*,*
02bbb761-1584-479f-b8bc-2a00f9737ab6,C1_SMALL,token_spike,critical,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-05-22),,False,,2025-05-22 23:59:59+00:00,*,*
20469bc8-2c54-4ba8-9b5d-2be9133e025a,C3_ENTERPRISE,token_spike,high,csv_import,1,,,,12.0,6.0,1.2000000000000002,Imported anomaly flag from CSV (12 flagged calls on 2025-05-22),,False,,2025-05-22 23:59:59+00:00,*,*
2cf7723f-2d0b-4d84-a250-1f09e0aa0616,C1_SMALL,token_spike,warning,csv_import,1,,,,1.0,0.5,0.1,Imported anomaly flag from CSV (1 flagged calls on 2025-05-21),,False,,2025-05-21 23:59:59+00:00,*,*
561aa39f-8568-4f70-8545-b43f0727fbe8,C2_MEDIUM,token_spike,high,csv_import,1,,,,3.0,1.5,0.30000000000000004,Imported anomaly flag from CSV (3 flagged calls on 2025-05-21),,False,,2025-05-21 23:59:59+00:00,*,*
49d4df3e-3e71-4c36-936e-5dfc481a00b8,C3_ENTERPRISE,token_spike,warning,csv_import,1,,,,15.0,7.5,1.5,Imported anomaly flag from CSV (15 flagged calls on 2025-05-21),,False,,2025-05-21 23:59:59+00:00,*,*
a7ac4475-2e58-4bb6-a0a6-8a346c977373,C1_SMALL,token_spike,critical,csv_import,1,,,,2.0,1.0,0.2,Imported anomaly flag from CSV (2 flagged calls on 2025-05-20),,False,,2025-05-20 23:59:59+00:00,*,*
1db1e5c3-73a5-4ae7-9c58-04ef122eedcd,C2_MEDIUM,token_spike,warning,csv_import,1,,,,3.0,1.5,0.30000000000000004,Imported anomaly flag from CSV (3 flagged calls on 2025-05-20),,False,,2025-05-20 23:59:59+00:00,*,*
