id,tenant_id,forecast_date,scenario,predicted_tokens,predicted_cost_usd,trend_value,seasonal_multiplier,confidence_lower,confidence_upper,horizon_days,generated_at,agent_id
8902857c-f3b5-4c90-bed1-d2f515386d09,enterprise_corp,2026-04-20,likely,1001.6,0.03791733,1071.1,-69.6,-86.19999999999993,2089.4,15,2026-04-11 12:09:06.918008+00:00,*
ef9d7925-a493-489e-95e9-4c4a0b2002b0,enterprise_corp,2026-04-21,optimistic,0.0,0E-8,1056.4,-286.7,-286.29999999999995,1825.7,16,2026-04-11 12:09:06.918008+00:00,*
2199ce56-c9fc-4065-8bab-d64372c28e2a,enterprise_corp,2026-04-21,likely,769.7,0.02913835,1056.4,-286.7,-286.29999999999995,1825.7,16,2026-04-11 12:09:06.918008+00:00,*
77318b70-91c2-4182-855c-0311befc584d,enterprise_corp,2026-04-21,pessimistic,2112.0,0.07995349,1056.4,-286.7,-286.29999999999995,1825.7,16,2026-04-11 12:09:06.918008+00:00,*
564dd457-0ffe-47af-8b8c-82bf80386bd7,enterprise_corp,2026-04-22,likely,1123.3,0.04252450,1041.7,81.7,-111.70000000000005,2358.3,17,2026-04-11 12:09:06.918008+00:00,*
fdf88ead-62ec-4df0-93b9-3e68357e0673,enterprise_corp,2026-04-22,pessimistic,2469.9,0.09350242,1041.7,81.7,-111.70000000000005,2358.3,17,2026-04-11 12:09:06.918008+00:00,*
cab24f3f-3ec2-4d41-9e45-e696e40de1e7,enterprise_corp,2026-04-22,optimistic,0.0,0E-8,1041.7,81.7,-111.70000000000005,2358.3,17,2026-04-11 12:09:06.918008+00:00,*
f9db9449-cac4-414c-98aa-86d9c933a1b9,enterprise_corp,2026-04-23,optimistic,0.0,0E-8,1027.0,-370.1,-316.20000000000005,1630.0,18,2026-04-11 12:09:06.918008+00:00,*
96d03709-2679-4d2f-a5e7-d9cf59eb7b78,enterprise_corp,2026-04-23,pessimistic,1946.2,0.07367683,1027.0,-370.1,-316.20000000000005,1630.0,18,2026-04-11 12:09:06.918008+00:00,*
f73bbd83-878f-47ac-a5c7-abde75dce962,enterprise_corp,2026-04-23,likely,656.9,0.02486811,1027.0,-370.1,-316.20000000000005,1630.0,18,2026-04-11 12:09:06.918008+00:00,*
eeff4ef9-c841-4184-b856-35c3f1727aef,enterprise_corp,2026-04-24,likely,1076.4,0.04074902,1012.2,64.1,-123.09999999999991,2275.9,19,2026-04-11 12:09:06.918008+00:00,*
97d921a4-866b-45c5-835d-fa601df4390b,enterprise_corp,2026-04-24,optimistic,0.0,0E-8,1012.2,64.1,-123.09999999999991,2275.9,19,2026-04-11 12:09:06.918008+00:00,*
950ba843-3224-40f0-98ab-63c64ae04833,enterprise_corp,2026-04-24,pessimistic,2399.0,0.09081838,1012.2,64.1,-123.09999999999991,2275.9,19,2026-04-11 12:09:06.918008+00:00,*
19a02884-30ed-41ed-950c-577e45c77dc7,enterprise_corp,2026-04-25,optimistic,603.2,0.02283520,997.5,901.4,608.1000000000001,3189.7,20,2026-04-11 12:09:06.918008+00:00,*
13a06d9c-73cb-4f69-9586-8745c75c0614,enterprise_corp,2026-04-25,pessimistic,3184.8,0.12056622,997.5,901.4,608.1000000000001,3189.7,20,2026-04-11 12:09:06.918008+00:00,*
5fa7b04b-1a2e-4d00-94e1-fedacae0e94e,enterprise_corp,2026-04-25,likely,1898.9,0.07188621,997.5,901.4,608.1000000000001,3189.7,20,2026-04-11 12:09:06.918008+00:00,*
ccf8d35b-f482-4022-a9a1-d3b7bac50206,enterprise_corp,2026-04-26,optimistic,0.0,0E-8,982.8,-320.8,-307.9,1631.9,21,2026-04-11 12:09:06.918008+00:00,*
73960621-2bd3-4149-be80-a8ec24d4bd6e,enterprise_corp,2026-04-26,pessimistic,1939.9,0.07343834,982.8,-320.8,-307.9,1631.9,21,2026-04-11 12:09:06.918008+00:00,*
e379b7fa-6f76-48eb-bf2a-bee616400010,enterprise_corp,2026-04-26,likely,662.0,0.02506118,982.8,-320.8,-307.9,1631.9,21,2026-04-11 12:09:06.918008+00:00,*
4fb64354-4d98-4914-ad09-bfb9a0040cd2,enterprise_corp,2026-04-27,pessimistic,2117.1,0.08014655,968.1,-69.6,-160.0,1957.0,22,2026-04-11 12:09:06.918008+00:00,*
24094286-1952-407f-9e24-a166d84987ba,enterprise_corp,2026-04-27,optimistic,0.0,0E-8,968.1,-69.6,-160.0,1957.0,22,2026-04-11 12:09:06.918008+00:00,*
3d044541-8c30-4e63-9486-cc0db4841688,enterprise_corp,2026-04-27,likely,898.5,0.03401430,968.1,-69.6,-160.0,1957.0,22,2026-04-11 12:09:06.918008+00:00,*
a5648d75-c548-4857-a311-88a122e947b9,enterprise_corp,2026-04-28,likely,666.6,0.02523532,953.3,-286.7,-281.69999999999993,1614.9,23,2026-04-11 12:09:06.918008+00:00,*
4bd8a3f6-4130-409e-aba6-011b84de3c72,enterprise_corp,2026-04-28,pessimistic,1896.7,0.07180292,953.3,-286.7,-281.69999999999993,1614.9,23,2026-04-11 12:09:06.918008+00:00,*
796e7f94-d586-4465-ac2e-3c228b3e7789,enterprise_corp,2026-04-28,optimistic,0.0,0E-8,953.3,-286.7,-281.69999999999993,1614.9,23,2026-04-11 12:09:06.918008+00:00,*
cb578090-0346-46ea-88ce-8ad0dfdb09fc,enterprise_corp,2026-04-29,pessimistic,2309.9,0.08744534,938.6,81.7,-134.60000000000014,2175.2,24,2026-04-11 12:09:06.918008+00:00,*
de2fcb95-45ca-46f8-9be9-eb7a8bb1cb70,enterprise_corp,2026-04-29,likely,1020.3,0.03862526,938.6,81.7,-134.60000000000014,2175.2,24,2026-04-11 12:09:06.918008+00:00,*
47a4b35a-788e-4341-aeb7-fafb7cd362fd,enterprise_corp,2026-04-29,optimistic,0.0,0E-8,938.6,81.7,-134.60000000000014,2175.2,24,2026-04-11 12:09:06.918008+00:00,*
8888113f-52fd-4ea1-b936-a33e177fc34e,enterprise_corp,2026-04-30,likely,553.8,0.02096508,923.9,-370.1,-350.30000000000007,1457.9,25,2026-04-11 12:09:06.918008+00:00,*
b7695f05-f996-47cd-a473-0a5d547836e8,enterprise_corp,2026-04-30,pessimistic,1808.3,0.06845639,923.9,-370.1,-350.30000000000007,1457.9,25,2026-04-11 12:09:06.918008+00:00,*
e0fcf1ca-1404-454e-b835-03668bd1af3b,enterprise_corp,2026-04-30,optimistic,0.0,0E-8,923.9,-370.1,-350.30000000000007,1457.9,25,2026-04-11 12:09:06.918008+00:00,*
0ff4df62-1c89-4a58-96a5-be013c863cad,enterprise_corp,2026-05-01,likely,973.3,0.03684599,909.2,64.1,-164.9000000000001,2111.5,26,2026-04-11 12:09:06.918008+00:00,*
63a975d6-1d71-4b89-a446-c4721f97caaf,enterprise_corp,2026-05-01,pessimistic,2276.3,0.08617335,909.2,64.1,-164.9000000000001,2111.5,26,2026-04-11 12:09:06.918008+00:00,*
032e1d99-66e2-4fec-a5c9-d1a7034ade1a,enterprise_corp,2026-05-01,optimistic,0.0,0E-8,909.2,64.1,-164.9000000000001,2111.5,26,2026-04-11 12:09:06.918008+00:00,*
bbd73c7a-ed98-4a71-a4b1-120c4e6ea70f,enterprise_corp,2026-05-02,likely,1795.8,0.06798318,894.4,901.4,518.7,3072.8999999999996,27,2026-04-11 12:09:06.918008+00:00,*
542ff836-abda-4902-8f39-1e660f95d6b3,enterprise_corp,2026-05-02,pessimistic,3127.6,0.11840081,894.4,901.4,518.7,3072.8999999999996,27,2026-04-11 12:09:06.918008+00:00,*
85741060-a630-4ac7-af52-33b3deeff30d,enterprise_corp,2026-05-02,optimistic,573.4,0.02170707,894.4,901.4,518.7,3072.8999999999996,27,2026-04-11 12:09:06.918008+00:00,*
368fe9f2-797c-47d3-a88f-c5c8b692dec4,enterprise_corp,2026-05-03,likely,558.9,0.02115815,879.7,-320.8,-320.70000000000005,1438.5,28,2026-04-11 12:09:06.918008+00:00,*
ee6e0d4b-0af8-4a1b-ada9-2e6d9986e57f,enterprise_corp,2026-05-03,pessimistic,1759.1,0.06659383,879.7,-320.8,-320.70000000000005,1438.5,28,2026-04-11 12:09:06.918008+00:00,*
86dc8f04-d5c3-48a8-8b08-964b2ed47f9d,enterprise_corp,2026-05-03,optimistic,0.0,0E-8,879.7,-320.8,-320.70000000000005,1438.5,28,2026-04-11 12:09:06.918008+00:00,*
86cec08a-bd61-493c-8db5-5a13a720a1d6,enterprise_corp,2026-05-04,likely,795.4,0.03011127,865.0,-69.6,-216.5,1807.3,29,2026-04-11 12:09:06.918008+00:00,*
32179b99-75bb-4bf1-a208-821138e680c3,enterprise_corp,2026-05-04,pessimistic,2023.8,0.07661452,865.0,-69.6,-216.5,1807.3,29,2026-04-11 12:09:06.918008+00:00,*
c3ad64e3-87d8-4578-bea3-1f9a02b0c0f5,enterprise_corp,2026-05-04,optimistic,0.0,0E-8,865.0,-69.6,-216.5,1807.3,29,2026-04-11 12:09:06.918008+00:00,*
5e0a9f36-8393-42e5-9fa3-b3e65afaba58,enterprise_corp,2026-05-05,likely,563.5,0.02133229,850.3,-286.7,-339.6,1466.6,30,2026-04-11 12:09:06.918008+00:00,*
79097d9b-5671-45a1-a285-0e24f43936c7,enterprise_corp,2026-05-05,pessimistic,1806.2,0.06837689,850.3,-286.7,-339.6,1466.6,30,2026-04-11 12:09:06.918008+00:00,*
a86584b7-14a0-4cf6-93aa-88e414c3813d,enterprise_corp,2026-05-05,optimistic,0.0,0E-8,850.3,-286.7,-339.6,1466.6,30,2026-04-11 12:09:06.918008+00:00,*
